id,x_0,x_1,x_2,x_3
0.0,0.0,0.0,0.0,0.019699558883714875
1.0,0.0,0.9999634142234405,0.0,0.0
2.0,0.0,0.0,0.0,0.9950246938394336
3.0,0.0,0.0,0.0,0.9950246938394336
4.0,0.0,0.0,0.0,0.9950246938394336
5.0,0.0,0.0,0.0,0.9950246938394336
6.0,0.0,0.0,0.0,0.9950246938394336
7.0,0.0,0.0,0.0,0.9950246938394336
8.0,0.0,0.0,0.0,0.9950246938394336
9.0,0.0,0.0,0.0,0.9950246938394336
10.0,0.0,0.0,0.0,0.9950246938394336
11.0,0.0,0.0,0.0,0.9950246938394336
12.0,0.0,0.0,0.0,0.9950246938394336
13.0,0.0,0.0,0.0,0.9950246938394336
14.0,0.0,0.0,0.0,0.9950246938394336
15.0,0.0,0.0,0.0,0.9950246938394336
16.0,0.0,0.0,0.0,0.9950246938394336
17.0,0.0,0.0,0.0,0.9950246938394336
18.0,0.0,0.0,0.0,0.9950246938394336
19.0,0.0,0.0,0.0,0.9950246938394336
20.0,0.0,0.0,0.0,0.9950246938394336
21.0,0.0,0.0,0.0,0.9950246938394336
22.0,0.0,0.0,0.0,0.9950246938394336
23.0,0.0,0.0,0.0,0.9950246938394336
24.0,0.0,0.0,0.0,0.9950246938394336
25.0,0.0,0.0,0.0,0.9950246938394336
26.0,0.0,0.0,0.0,0.9950246938394336
27.0,0.0,0.0,0.0,0.9950246938394336
28.0,0.0,0.0,0.0,0.9950246938394336
29.0,0.0,0.0,0.0,0.9950246938394336
30.0,0.0,0.0,0.0,0.9950246938394336
31.0,0.0,0.0,0.0,0.9950246938394336
32.0,0.0,0.0,0.0,0.9950246938394336
33.0,0.0,0.0,0.0,0.9950246938394336
34.0,0.0,0.0,0.0,0.9950246938394336
35.0,0.0,0.0,0.0,0.9950246938394336
36.0,0.0,0.0,0.0,0.9950246938394336
37.0,0.0,0.0,0.0,0.9950246938394336
38.0,0.0,0.0,0.0,0.9950246938394336
39.0,0.0,0.0,0.0,0.9950246938394336
40.0,0.0,0.0,0.0,0.9950246938394336
41.0,0.0,0.0,0.0,0.9950246938394336
42.0,0.0,0.0,0.0,0.9950246938394336
43.0,0.0,0.0,0.0,0.9950246938394336
44.0,0.0,0.0,0.0,0.9950246938394336
45.0,0.0,0.0,0.0,0.9950246938394336
46.0,0.0,0.0,0.0,0.9950246938394336
47.0,0.0,0.0,0.0,0.9950246938394336
48.0,0.0,0.0,0.0,0.9950246938394336
49.0,0.0,0.0,0.0,0.9950246938394336
50.0,0.0,0.0,0.0,0.9950246938394336
51.0,0.0,0.0,0.0,0.9950246938394336
52.0,0.0,0.0,0.0,0.9950246938394336
53.0,0.0,0.0,0.0,0.9950246938394336
54.0,0.0,0.0,0.0,0.9950246938394336
55.0,0.0,0.0,0.0,0.9950246938394336
56.0,0.0,0.0,0.0,0.9950246938394336
57.0,0.0,0.0,0.0,0.9950246938394336
58.0,0.0,0.0,0.0,0.9950246938394336
59.0,0.0,0.0,0.0,0.9950246938394336
60.0,0.0,0.0,0.0,0.9950246938394336
61.0,0.0,0.0,0.0,0.9950246938394336
62.0,0.0,0.0,0.0,0.9950246938394336
63.0,0.0,0.0,0.0,0.9950246938394336
64.0,0.0,0.0,0.0,0.9950246938394336
65.0,0.0,0.0,0.0,0.9950246938394336
66.0,0.0,0.0,0.0,0.9950246938394336
67.0,0.0,0.0,0.0,0.9950246938394336
68.0,0.0,0.0,0.0,0.9950246938394336
69.0,0.0,0.0,0.0,0.9950246938394336
70.0,0.0,0.0,0.0,0.9950246938394336
71.0,0.0,0.0,0.0,0.9950246938394336
72.0,0.0,0.0,0.0,0.9950246938394336
73.0,0.0,0.0,0.0,0.9950246938394336
74.0,0.0,0.0,0.0,0.9950246938394336
75.0,0.0,0.0,0.0,0.9950246938394336
76.0,0.0,0.0,0.0,0.9950246938394336
77.0,0.0,0.0,0.0,0.9950246938394336
78.0,0.0,0.0,0.0,0.9950246938394336
79.0,0.0,0.0,0.0,0.9950246938394336
80.0,0.0,0.0,0.0,0.9950246938394336
81.0,0.0,0.0,0.0,0.9950246938394336
82.0,0.0,0.0,0.0,0.9950246938394336
83.0,0.0,0.0,0.0,0.9950246938394336
84.0,0.0,0.0,0.0,0.9950246938394336
85.0,0.0,0.0,0.0,0.9950246938394336
86.0,0.0,0.0,0.0,0.9950246938394336
87.0,0.0,0.0,0.0,0.9950246938394336
88.0,0.0,0.0,0.0,0.9950246938394336
89.0,0.0,0.0,0.0,0.9950246938394336
90.0,0.0,0.0,0.0,0.9950246938394336
91.0,0.0,0.0,0.0,0.9950246938394336
92.0,0.0,0.0,0.0,0.9950246938394336
93.0,0.0,0.0,0.0,0.9950246938394336
94.0,0.0,0.0,0.0,0.9950246938394336
95.0,0.0,0.0,0.0,0.9950246938394336
96.0,0.0,0.0,0.0,0.9950246938394336
97.0,0.0,0.0,0.0,0.9950246938394336
98.0,0.0,0.0,0.0,0.9950246938394336
99.0,0.0,0.0,0.0,0.9950246938394336
100.0,0.0,0.0,0.0,0.9950246938394336
101.0,0.0,0.0,0.0,0.9950246938394336
102.0,0.0,0.0,0.0,0.9950246938394336
103.0,0.0,0.0,0.0,0.9950246938394336
104.0,0.0,0.0,0.0,0.9950246938394336
105.0,0.0,0.0,0.0,0.9950246938394336
106.0,0.0,0.0,0.0,0.9950246938394336
107.0,0.0,0.0,0.0,0.9950246938394336
108.0,0.0,0.0,0.0,0.9950246938394336
109.0,0.0,0.0,0.0,0.9950246938394336
110.0,0.0,0.0,0.0,0.9950246938394336
111.0,0.0,0.0,0.0,0.9950246938394336
112.0,0.0,0.0,0.0,0.9950246938394336
113.0,0.0,0.0,0.0,0.9950246938394336
114.0,0.0,0.0,0.0,0.9950246938394336
115.0,0.0,0.0,0.0,0.9950246938394336
116.0,0.0,0.0,0.0,0.9950246938394336
117.0,0.0,0.0,0.0,0.9950246938394336
118.0,0.0,0.0,0.0,0.9950246938394336
119.0,0.0,0.0,0.0,0.9950246938394336
120.0,0.0,0.0,0.0,0.9950246938394336
121.0,0.0,0.0,0.0,0.9950246938394336
122.0,0.0,0.0,0.0,0.9950246938394336
123.0,0.0,0.0,0.0,0.9950246938394336
124.0,0.0,0.0,0.0,0.9950246938394336
125.0,0.0,0.0,0.0,0.9950246938394336
126.0,0.0,0.0,0.0,0.9950246938394336
127.0,0.0,0.0,0.0,0.9950246938394336
128.0,0.0,0.0,0.0,0.9950246938394336
129.0,0.0,0.0,0.0,0.9950246938394336
130.0,0.0,0.0,0.0,0.9950246938394336
131.0,0.0,0.0,0.0,0.9950246938394336
132.0,0.0,0.0,0.0,0.9950246938394336
133.0,0.0,0.0,0.0,0.9950246938394336
134.0,0.0,0.0,0.0,0.9950246938394336
135.0,0.0,0.0,0.0,0.9950246938394336
136.0,0.0,0.0,0.0,0.9950246938394336
137.0,0.0,0.0,0.0,0.9950246938394336
138.0,0.0,0.0,0.0,0.9950246938394336
139.0,0.0,0.0,0.0,0.9950246938394336
140.0,0.0,0.0,0.0,0.9950246938394336
141.0,0.0,0.0,0.0,0.9950246938394336
142.0,0.0,0.0,0.0,0.9950246938394336
143.0,0.0,0.0,0.0,0.9950246938394336
144.0,0.0,0.0,0.0,0.9950246938394336
